governo,docEmpenho,data,fase,documento,codAcao,acao,localizador,observacao,valor,especie
federal,200372000012024NE000258,17/05/2024,Liquidação,200372000012024NS005269,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,500.00,
federal,200372000012024NE000259,17/05/2024,Liquidação,200372000012024NS005271,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,8000.00,
federal,200372000012024NE000260,17/05/2024,Liquidação,200372000012024NS005271,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,15000.00,
federal,200372000012024NE000261,17/05/2024,Liquidação,200372000012024NS005271,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,6000.00,
federal,200372000012024NE000264,29/05/2024,Liquidação,200372000012024NS005839,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,-21.30,
federal,200372000012024NE000264,07/06/2024,Liquidação,200372000012024NS006243,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,-10.00,
federal,200372000012024NE000264,20/05/2024,Liquidação,200372000012024NS005323,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,12000.00,
federal,200372000012024NE000265,20/05/2024,Liquidação,200372000012024NS005323,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,17000.00,
federal,200372000012024NE000286,13/06/2024,Liquidação,200372000012024NS006418,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,5010.05,
federal,200372000012024NE000286,07/06/2024,Liquidação,200372000012024NS006252,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,813.65,
federal,200372000012024NE000286,07/06/2024,Liquidação,200372000012024NS006255,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,1116.15,
federal,200372000012024NE000286,07/06/2024,Liquidação,200372000012024NS006261,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,285.00,
federal,200372000012024NE000286,10/06/2024,Liquidação,200372000012024NS006276,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,619.55,
federal,200372000012024NE000286,10/06/2024,Liquidação,200372000012024NS006279,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,619.55,
federal,200372000012024NE000286,13/06/2024,Liquidação,200372000012024NS006417,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,4340.95,
federal,200372000012024NE000286,12/06/2024,Liquidação,200372000012024NS006377,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,144.55,
federal,200372000012024NE000286,07/06/2024,Liquidação,200372000012024NS006246,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,1528.20,
federal,200372000012024NE000286,13/06/2024,Liquidação,200372000012024NS006421,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,4357.55,
federal,200372000012024NE000286,10/06/2024,Liquidação,200372000012024NS006274,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,479.10,
federal,200372000012024NE000286,11/06/2024,Liquidação,200372000012024NS006347,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,122.05,
federal,200372000012024NE000286,10/06/2024,Liquidação,200372000012024NS006281,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,122.05,
federal,200372000012024NE000286,13/06/2024,Liquidação,200372000012024NS006408,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,1148.20,
federal,200372000012024NE000286,10/06/2024,Liquidação,200372000012024NS006272,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,479.10,
federal,200372000012024NE000286,10/06/2024,Liquidação,200372000012024NS006311,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,1375.25,
federal,200372000012024NE000286,12/06/2024,Liquidação,200372000012024NS006359,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,479.10,
federal,200372000012024NE000286,05/06/2024,Liquidação,200372000012024NS006150,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,5055.50,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006199,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,-5245.50,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006201,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,-5200.05,
federal,200372000012024NE000286,05/06/2024,Liquidação,200372000012024NS006151,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,5200.05,
federal,200372000012024NE000286,05/06/2024,Liquidação,200372000012024NS006148,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,5055.50,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006158,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,1908.20,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006202,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,-5200.05,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006210,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,-1908.20,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006229,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,5200.05,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006200,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,-5055.50,
federal,200372000012024NE000286,05/06/2024,Liquidação,200372000012024NS006149,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,5055.50,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006204,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,-5055.50,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006211,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,-1908.20,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006160,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,5245.50,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006203,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,-5055.50,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006165,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,5200.05,
federal,200372000012024NE000286,06/06/2024,Liquidação,200372000012024NS006157,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,1908.20,
federal,200372000012024NE000286,07/06/2024,Liquidação,200372000012024NS006248,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,4340.95,
federal,200372000012024NE000286,07/06/2024,Liquidação,200372000012024NS006263,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,904.55,
federal,200372000012024NE000291,06/06/2024,Liquidação,200372000012024NS006219,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,100000.00,
federal,200372000012024NE000292,06/06/2024,Liquidação,200372000012024NS006219,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,50000.00,
federal,200372000012024NE000293,06/06/2024,Liquidação,200372000012024NS006219,2726,"Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União",27266501,Informação protegida por sigilo nos termos da legislação vigente,150000.00,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000738,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000734,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5337.50,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000660,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5337.50,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000690,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5553.05,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000720,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000684,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5420.72,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000672,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000716,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000722,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5553.50,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000704,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000714,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5337.50,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000718,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5592.54,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000795,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5467.47,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000775,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000783,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5592.54,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000833,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000797,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000765,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000787,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000821,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,3610.00,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000829,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000819,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000799,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5263.00,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000817,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000807,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000770,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000803,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000827,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000813,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5480.45,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000809,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000779,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000791,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5382.55,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000801,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000831,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5397.51,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000773,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5398.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000793,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000767,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5649.30,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000781,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5599.03,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000769,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5492.55,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000805,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,4717.49,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000785,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5467.47,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000811,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000823,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5388.49,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000789,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000777,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,05/06/2024,Liquidação,250058000012024NS000815,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000668,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,4839.10,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000678,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5627.50,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000706,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5337.50,
federal,250058000012024NE000006,28/05/2024,Liquidação,250058000012024NS000724,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5337.50,
federal,250058000012024NE000006,07/06/2024,Liquidação,250058000012024NS000863,20QI,Implantação e Manutenção da Força Nacional do Sistema Único de Saúde (FN-SUS),20QI6500,RECURSO EXTRAORDINARIO PARA ATENDER DESPESAS COM PAGAMENTO DE DIARIAS (FORCA NACIONAL DO SUS).,5717.50,
